"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Exploring the Impact of Cloud Computing and Edge Computing on Resource Consumption for Mobile Devices with Generative Artificial Intelligence APIs","A. Baynum; W. Hao","Computer Science Department, Northern Kentucky University, Highland Heights, KY, USA; Computer Science Department, Northern Kentucky University, Highland Heights, KY, USA",2024 IEEE 14th Annual Computing and Communication Workshop and Conference (CCWC),"13 Feb 2024","2024","","","0603","0609","With the release of OpenAI’s ChatGPT, generative AI has become a hot topic in business. Generative AI APIs can be consumed by mobile devices, which are constrained by resources such as CPU, memory, and battery power. Power can be saved by using both Edge and Cloud Computing. However, there is a penalty to response time implementing these services. There seems to be a greater impact on response time with Cloud Computing than with Edge Computing, however Edge Computing is constrained by limits on payload and maximum response times. Our testing results show that Edge Computing is a good middle ground, providing a balance between savings in CPU time, while somewhat mitigating the penalty in response time. Developers exploring the option to use Cloud and/or Edge Computing for power savings on mobile devices should consider the size of their data sets carefully to determine if an Edge Computing service is a viable option.","","979-8-3503-6013-4","10.1109/CCWC60891.2024.10427798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10427798","Generative AI;OpenAI;Mobile Device;Cloud Computing;Edge Computing","Cloud computing;Generative AI;Mobile handsets;Time factors;Edge computing;Testing;Payloads","","","","16","IEEE","13 Feb 2024","","","IEEE","IEEE Conferences"
"Impact of terahertz radiation on cells","M. V. Tsurkan; O. A. Smolyanskaya","Mechanics and Optics, St. Petersburg National Research University of IT; Mechanics and Optics, St. Petersburg National Research University of IT",2013 Asia-Pacific Microwave Conference Proceedings (APMC),"2 Jan 2014","2013","","","630","632","Knowledge of the biological effects induced by THz radiation can have a crucial impact in future developments in fields of medicine, biology or chemistry. The lack of THz radiation sources with sufficient power as well as the missing knowledge of the specifics of their use led to the fact that the impact of microwave radiation on different organisms, including microorganisms has not yet been investigated. The aim of our study was to assess the impact of broadband pulsed THz radiation in the frequency range of 0.05 to 1.2 THz on cell systems. Studies conducted in vitro.","2165-4743","978-1-4799-1472-2","10.1109/APMC.2013.6694887","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6694887","Terahertz;biology;cells","Biology;Biomembranes;Density measurement;Power system measurements;Biomedical imaging;Cancer;Artificial intelligence","","1","","20","IEEE","2 Jan 2014","","","IEEE","IEEE Conferences"
"Meteorology Predicting Technology Based on Artificial Intelligence Algorithms","G. Abitova; D. Mukashev; E. Aitmukhanbetova; M. Rakhimzhanova; G. Uskenbayeva; K. Kulniyazova","Dept electrical engineering and computer science, Binghamton University, Binghamton, USA; Dept. of computer engineering, Astana IT University, Astana, Kazakhstan; Dept. of computer engineering, Astana IT University, Astana, Kazakhstan; Dept. of computer engineering, Astana IT University, Astana, Kazakhstan; Dept. system analysis and management, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Dept. system analysis and management, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan",2024 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS),"19 Mar 2024","2024","","","1005","1010","The research explores the transformative impact of Artificial Intelligence in meteorology, weather forecasting. The study presented historical prediction methods overview, evolution highlighting from traditional models to advanced AI-driven systems. It delves into the integration of machine and deep learning techniques in data analysis, emphasizing technologies that significantly enhanced the accuracy and efficiency of weather predictions. Key aspects covered include the neural networks application in interpreting complex atmospheric data, the big data role in providing comprehensive training sets for AI models, the predictive analytics utilization for short-term and long-term weather forecasts. The study also examines case-study with AI implemented in weather forecasting, capability demonstrating in handling extreme weather events and climate anomalies. The study addresses the challenges and limitations faced in the meteorology AI integration, such as data quality concerns, computational requirements, and the specialized expertise need. It proposes potential solutions, future directions for research domain, suggesting a multidisciplinary approach involving meteorologists, data scientists, and AI experts. The conclusion underscores the revolutionary impact of AI-technology in meteorology, projecting how continuous advancements in AI-technology could redefine the predicting weather patterns approach. The work highlights the AI current state in weather forecasting but also sets the future innovations stage.","","979-8-3503-7222-9","10.1109/ICETSIS61505.2024.10459407","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10459407","artificial intelligence;weather Forecasting;machine learning;neural networks;data analysis;predictive analytics","Deep learning;Training;Analytical models;Data analysis;Atmospheric modeling;Neural networks;Weather forecasting","","","","25","IEEE","19 Mar 2024","","","IEEE","IEEE Conferences"
"Expanding the ‘A’ in STEAM: Integrating Poetry and AI for Educational Evolution","T. Kouvara; V. Fotopoulos; C. Karachristos; T. Orphanoudakis","e-CoMet Lab, Hellenic Open University, Patra, Greece; School of Science and Technology, Hellenic Open University, Patra, Greece; e-CoMet Lab, Hellenic Open University, Patra, Greece; School of Science and Technology, Hellenic Open University, Patra, Greece",2024 IEEE Global Engineering Education Conference (EDUCON),"8 Jul 2024","2024","","","01","07","In this systematic literature review spanning the last five years (2018–2023), the role of poetry within the ‘A’ for Arts in STEAM (Science, Technology, Engineering, Arts, Mathematics) education is examined. Specifically, the primary purpose of this study is to delve into the integration of poetry and Artificial Intelligence into the STEAM teaching method. The research objectives which guide this study are to understand the methods and depth of including poetry in STEAM and evaluate how Artificial Intelligence (AI) can enhance poetry's role in STEAM. Using the PRISMA methodology, an extensive search was conducted in key databases such as Scopus and Google Scholar. This search identified 26 crucial papers, then analyzed qualitatively and quantitatively. Current STEAM teaching approaches focus on merging literary expressions with essential scientific disciplines. A large part of the findings points to new teaching methods that bring together poetic elements and the usual STEAM subjects. These methods increase student participation, bridge the gap between arts and sciences and encourage creative problem-solving. In the realm of STEAM education, the significance of Artificial Intelligence (AI) is growing. The findings suggest that AI can boost teaching methods centred on poetry in STEAM. AI allows for lesson adjustments based on students' engagement with poetry, creates platforms for more student participation, and offers feedback to help educators improve their teaching methods. However, there are challenges in merging the exactness of AI algorithms with the complexities of poetry, especially when trying to maintain poetry's essence. As STEAM education moves towards a more integrated model, the interplay between AI's technical abilities and the nuances of poetry calls for further scholarly research based on these findings.","2165-9567","979-8-3503-9402-3","10.1109/EDUCON60312.2024.10578751","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10578751","STEAM education;poetry integration;artificial intelligence;pedagogical methods","Art;Systematics;Education;Merging;Search problems;Mathematics;Internet","","","","39","IEEE","8 Jul 2024","","","IEEE","IEEE Conferences"
"Impact of Local Geometry on Methods for Constructing Protein Conformations","W. Da Rocha; T. E. Malliavin; A. Mucherino; L. Liberti","LIX, École Polytechnique, Palaiseau, France; LPCT-CNRS and University of Lorraine, France; IRISA, University of Rennes, Rennes, France; LIX, École Polytechnique, Palaiseau, France",2024 19th Conference on Computer Science and Intelligence Systems (FedCSIS),"4 Nov 2024","2024","","","677","681","The prediction of protein structures is an important problem in molecular biology. In spite of the large efforts from the research community, and of the recent development of artificial intelligence tools specifically designed for this problem, a complete and definitive solution to the problem has not been found yet. This work is based on the observation that many tools for the prediction of protein conformations rely on both local and non-local geometrical information, even though the non-local information can be very hard to identify within the desired precision in some particular situations. For this reason, we explore in this work the effect of local geometry on methods capable of constructing protein conformations. This initial study has the final aim of devising new alternative methods where the predictions may be guided mainly by the local geometry of proteins.","","978-83-969601-6-0","10.15439/2024F8235","TINE; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10736077","","Proteins;Geometry;Computer science;Molecular biology;Artificial intelligence","","","","22","","4 Nov 2024","","","IEEE","IEEE Conferences"
"The impact of Artificial Intelligence, Blockchain, Big Data and evolving technologies in Coronavirus Disease - 2019 (COVID-19) curtailment","S. Ahir; D. Telavane; R. Thomas","Vivekanand Education Society’s Institute of Technology, Mumbai, India; EbixCash Financial Technologies, Mumbai, India; Vivekanand Education Society’s Institute of Technology, Mumbai, India",2020 International Conference on Smart Electronics and Communication (ICOSEC),"7 Oct 2020","2020","","","113","120","The pandemic of Coronavirus Disease 2019 (COVID-19) is proliferating across the globe obnoxiously and it is the most heard buzzword in recent times. Every person ranging from older people, persons with disabilities, youth, indigenous people have become a part of this chain and are most likely to suffer in the upcoming chronology. Social distancing is likely to become a new norm where “Work from Home”, Online Lectures” and “Meetings” ensue on social media applications. Technology has always lent a helping hand for mankind's problems. The idea focuses on highlighting the advancements in technology in the midst of a bizarre situation. Deep Learning applications to detect the symptoms of COVID-19, AI based robots to maintain social distancing, Blockchain technology to maintain patient records, Mathematical modeling to predict and assess the situation and Big Data to trace the spread of the virus and other technologies. These technologies have immensely contributed to curtailing this pandemic. Strong will power, patience and optimistic guidelines catered by the respective government are some of the altercations to COVID-19.","","978-1-7281-5461-9","10.1109/ICOSEC49089.2020.9215294","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9215294","COVID-19;coronavirus;Society;Social Distancing;Technology;Guidelines;Precautions;Diseases;Machine Learning;Deep Learning;Blockchain;Artificial Intelligence;Robotics;Big Data","Diseases;Hospitals;Machine learning;Lung;Viruses (medical);Vaccines","","27","","16","IEEE","7 Oct 2020","","","IEEE","IEEE Conferences"
"Hierarchical Flow Model-Based Impact Assessment of Cyberattacks for Critical Infrastructures","Q. Zhu; Y. Qin; C. Zhou; L. Fei","Key Laboratory of Image Processing and Intelligent Control, Ministry of Education, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Key Laboratory of Image Processing and Intelligent Control, Ministry of Education, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Key Laboratory of Image Processing and Intelligent Control, Ministry of Education, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Key Laboratory of Image Processing and Intelligent Control, Ministry of Education, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China",IEEE Systems Journal,"22 Nov 2019","2019","13","4","3944","3955","Critical infrastructures (CIs) are essential for the national security, economy, and public safety, whose protection against cyberattacks has become the focus of significant attention. Impact assessment plays an important role in this protection, which provides real-time situations for security managers. The assessment of CIs not only need to analyze the cyberattack's impact on any specific station, but also to consider the spreading process of the negative impact. However, few research in this domain consider the above two aspects simultaneously due to the complexity of CIs and their operation. To tackle this problem, a hierarchical flow model (HFM)-based impact assessment is presented. In this approach, a novel HFM method is proposed to describe a system from a function system perspective, which combines a flow model and hierarchical knowledge. By using this method, a CI model which considers cyber-physical interaction within a station, dependence among stations, and the topological structure of the physical network is established. Next, based on the CI model, an impact assessment is proposed to quantify the loss which is caused by the impact spreading within the CI network. Finally, case studies on a gas supply system are conducted to verify the effectiveness of the proposed approach.","1937-9234","","10.1109/JSYST.2019.2912626","National Natural Science Foundation of China(grant numbers:61433006,61873103,61272204); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8713361","Critical infrastructures;cybersecurity protection;hierarchical flow model;impact assessment;system of systems","Computer crime;Process control;Analytical models;National security;System of systems;Power systems","","9","","32","IEEE","13 May 2019","","","IEEE","IEEE Journals"
"Monitoring of Smart Human Resource (HR) Using Artificial Intelligence and Internet of Things","A. Bhatt; T. Singh; S. Pandey; A. S. Chauhan; R. Kumar; G. Sunil","Uttaranchal Institute of Management, Uttaranchal University, Dehradun, India; Uttaranchal Institute of Management, Uttaranchal University, Dehradun, India; LCD, Division of Research & Innovation, Uttaranchal University, Dehradun, India; UIPS, Division of Research & Innovation, Uttaranchal University, Dehradun, India; Uttaranchal Institute of Management, Uttaranchal University, Dehradun, India; School of Computer Science & Artificial Intelligence, SR University, Warangal, India",2024 3rd International Conference on Sentiment Analysis and Deep Learning (ICSADL),"25 Jul 2024","2024","","","613","617","The usage of AI and IoT technology in smart HR has generated a IoT of attention in recent years. This research paper explores the potential applications of smart HR. AI and IoT Examining the study on AI and IoT technology and its impact on developing, reinforcing and changing the culture of an organization. It also discusses the potential benefits and challenges of incorporating AI and IoT in smart HR including analyzing employee interactions to identify behavior that could lead to issues or litigation software and other technologies The goal of this study is to analyze the benefit of industrial revolution 4.0. The study finds that AI and IoT have the potential to change how employees engage with goods and shops, and can offer unique and engaging shopping experiences that can increase employees satisfaction and loyalty. However, there are still several technological, logistical, and ethical challenges that must be addressed before AI and IoT become effectively be woven into an employee on boarding program.","","979-8-3503-9615-7","10.1109/ICSADL61749.2024.00105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10601419","AI;Smart HR;IoT;Digitalization","Performance evaluation;Technological innovation;Sentiment analysis;Organizations;Production;Manuals;Software","","","","19","IEEE","25 Jul 2024","","","IEEE","IEEE Conferences"
"Integration of AI with the Cybersecurity: A detailed Systematic review with the practical issues and challenges","M. Lourens; A. P. Dabral; D. Gangodkar; N. Rathour; C. N. Tida; A. Chadha","Faculty of Management Sciences, Durban University of Technology, South Africa; Department of Hospitality Management, Graphic Era Deemed to be University, Dehradun, Uttarakhand, India; Department of Computer Science & Engineering, Graphic Era Deemed to be University, Dehradun, Uttarakhand, India; Uttaranchal Institute of Technology Uttaranchal University, Dehradun, Uttarakhand, India; Department of Law, Koneru Lakshmaiah Education Foundation., Guntur, Andhra Pradesh, India; Computer Applications MRIIRS, Faridabad",2022 5th International Conference on Contemporary Computing and Informatics (IC3I),"22 Mar 2023","2022","","","1290","1295","Not only have there been a lot more cyberattacks in recent years, but they have also gotten much more advanced. Therefore, developing a cyber-resilient strategy is of utmost significance. In the event of a cyberattack, traditional security measures are insufficient to prevent data leaks. Cybercriminals have mastered the use of cutting-edge methods and powerful tools for data intrusion, hacking, and assault. Fortunately, the use of artificial intelligence (AI) technologies has the creation of intelligent models for securing systems against attackers. AI technologies can quickly advance to meet complicated problems, making them useful as fundamental cybersecurity tools. AI-based solutions can provide effective and robust cyber defense capabilities to identify malware attacks, network intrusions, phishing and spam emails, data breaches, and alert security incidents when they occur. This paper provides a summary of existing research regarding the advantages of AI in cybersecurity and a review of the impact that AI has had on cybersecurity.","","979-8-3503-9826-7","10.1109/IC3I56241.2022.10073040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10073040","Cybersecurity;AI;ML;DL;bio-inspired computing;and cognitive science","Systematics;Machine learning algorithms;Phishing;Unsolicited e-mail;Supervised learning;Reinforcement learning;Artificial intelligence","","1","","21","IEEE","22 Mar 2023","","","IEEE","IEEE Conferences"
"Exploring the Role of Artificial Intelligence in Class Scheduling and Management: A Comprehensive Survey and Review","G. Taye; S. Sharma; P. Shah; Y. G. Nuriye","Department of CSE, Jain University, Bengaluru, India; Department of CSE, Jain University, Bengaluru, India; Jain University, Bengaluru, India; Department of CSE, Jain University, Bengaluru, India",2023 International Conference on Computer Science and Emerging Technologies (CSET),"19 Dec 2023","2023","","","1","11","Class scheduling and management in educational institutions pose significant challenges that can be effectively addressed through the implementation of a cloud-based class scheduling application powered by artificial intelligence (AI). This paper explores the potential benefits of using AI algorithms in class scheduling and proposes a solution that aims to address the challenges faced by traditional scheduling methods. This paper will provide a comprehensive understanding of the existing research and identify best practices for developing the cloud-powered class scheduling app. The study will also assess the effects of the AI-powered scheduling system on student attendance, teacher satisfaction, and resource utilization within the educational institution. The results and findings of the research on class scheduling in the age of artificial intelligence are discussed in relation to the research objectives, which aimed to explore the application of AI techniques in scheduling systems and evaluate their impact on efficiency and performance. Based on the findings and contributions of this study, it is recommended that educational institutions consider adopting technology-driven class scheduling solutions.","","979-8-3503-4173-7","10.1109/CSET58993.2023.10346898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10346898","artificial intelligence;class scheduling;educational institutions;intelligent scheduling;scheduling system;classes optimization;Schedules;scheduling application;efficient educational experience","Productivity;Surveys;Schedules;Processor scheduling;Learning (artificial intelligence);Scheduling;Resource management","","1","","34","IEEE","19 Dec 2023","","","IEEE","IEEE Conferences"
"Exploring AI-enabled Intelligent Tutoring System in the Vocational Studies Sector in UAE","P. Bhattacharya; S. Nakhare","Computer and Information Science, Higher Colleges of Technology, Sharjah, UAE; Technical Studies, Higher Colleges of Technology, Sharjah, UAE",2019 Sixth HCT Information Technology Trends (ITT),"23 Apr 2020","2019","","","230","233","The last few years have witnessed the rise of Artificial Intelligence (AI) applications in almost all domains from engineering to medicine. The use of AI as a tool for teaching and learning is gaining widespread popularity all over. This paper is a research in progress to explore the potential of AI in student engagement for vocational education in the UAE. In particular, the focus is on how AI tools can simulate a one-on-one, mentor/guide-based, supervised learning experience to vocational students. Furthermore, the study intends to measure the impact of providing such an experience on student performance. The study will employ an experimental design to study the effectiveness of an AI-based mentoring system on student performance. The contribution of this study will be to propose a one-on-one intelligent mentoring system in the context of vocational studies, and evaluate its effectiveness of better learning outcomes for students.","","978-1-7281-5061-1","10.1109/ITT48889.2019.9075093","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9075093","Artificial Intelligence;Vocational Education;Intelligent Tutoring","Artificial intelligence;Education;Robots;Cultural differences;Tools;Mathematics;Standards","","1","","31","IEEE","23 Apr 2020","","","IEEE","IEEE Conferences"
"Robotics And Automation in Healthcare","A. Ingole; S. Sonwane","Datta Meghe College of Pharmacy, Datta Meghe Institute of Higher Education and Research, Wardha, India; Datta Meghe College of Pharmacy, Datta Meghe Institute of Higher Education and Research, Wardha, India","2024 International Conference on Healthcare Innovations, Software and Engineering Technologies (HISET)","11 Nov 2024","2024","","","78","81","Automation and machinery are growing more and more integrated in the healthcare sector and are going through a significant transition. This article gives a thorough analysis of the crucial part that these technical developments have played in the development of patient care. We begin with an overview of the history and follow the growth of robots in healthcare from its inception to today's state of affairs. Going more, this article discusses the roles and responsibilities of a variety of robots used in healthcare by taking a close look at them. We investigate the wide range of uses for these devices, from telemedicine robots that bridge geographical divides to surgical robots that execute complex procedures with unparalleled precision and patient care robots that enhance the lives of those in need. Technological marvels offer. Additionally, we examine the widespread use of automation and artificial intelligence in the medical sector, emphasizing their transformative impact. AI is changing healthcare in several ways, including machine learning algorithms that facilitate quick and precise diagnosis, predictive analytics that foresee disease outbreaks, and personalized medicine that alters therapies based on each patient's unique genetic makeup. Amid this revolutionary growth, we carefully weigh the advantages and disadvantages of increasing automation and machines in healthcare. On the one hand, we call for emphasis on the potential for better patient outcomes due to reduced procedures, improved precision, and reduced labor costs. Yet we also address problems concerning data security, privacy, and the prospect of job displacement, all of which demand particular care in this modern day and time of quick changes in technology.","","979-8-3503-6070-7","10.1109/HISET61796.2024.00036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10742726","robotics;healthcare;automation;artificial intelligence","Technological innovation;Automation;Telemedicine;Data security;Surgery;Medical services;Software;Artificial intelligence;Robots;Testing","","","","11","IEEE","11 Nov 2024","","","IEEE","IEEE Conferences"
"A ballistic optimization method with field-of-view angle constraint and impact angle constraint","Y. Feng; Q. Li; J. Yu; X. Dong; Z. Ren; M. Zhang; Y. Zhou","Automation Science and Electrical Engineering, Beihang University, Beijing; Automation Science and Electrical Engineering, Beihang University, Beijing; Automation Science and Electrical Engineering, Beihang University, Beijing; Institute of Artificial Intelligence, Beihang University, Beijing; Automation Science and Electrical Engineering, Beihang University, Beijing; Beijing lnstitute of Astronautical Systerns Engineering, Beijing; Beijing lnstitute of Astronautical Systerns Engineering, Beijing",2023 2nd Conference on Fully Actuated System Theory and Applications (CFASTA),"12 Sep 2023","2023","","","1067","1072","Considering the problem that the impact angle constraint may lead to the loss of target field of view, a ballistic optimization method with field of view (FOV) angle constraint and impact angle constraint is proposed in this paper. Firstly, the expression for the FOV angle is obtained using the coordinate transformation relationship and simplified by reasonable assumptions. Secondly, the problem is transformed into an optimal control problem in pitch plane by establishing the integrated model and constraint model of the missile. Finally, the Gaussian pseudo-spectral method is used to solve the problem. The simulation results show that the terminal guidance trajectory satisfying the FOV angle constraint and the impact angle constraint can be obtained by this method.","","979-8-3503-3216-2","10.1109/CFASTA57821.2023.10243385","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10243385","FOV angle constraint;Impact angle constraint;Gaussian pseudo-spectral;Trajectory planning","Missiles;Trajectory planning;Simulation;Optimization methods;Optimal control;Linear programming;Planning","","","","14","IEEE","12 Sep 2023","","","IEEE","IEEE Conferences"
"An Impactful and Revolutionized Educational Ecosystem using Generative AI to Assist and Assess the Teaching and Learning benefits, Fostering the Post-Pandemic Requirements","S. Gupta; R. R. Dharamshi; V. Kakde","ITD, UTAS, Nizwa, Sultanate of Oman; University of Nizwa, Nizwa, Sultanate of Oman; ITD, UTAS, Nizwa, Sultanate of Oman",2024 Second International Conference on Emerging Trends in Information Technology and Engineering (ICETITE),"18 Apr 2024","2024","","","1","4","Artificial Intelligence (AI) has the potential to revolutionize various aspects of education due to its rapid expansion in educational technology by introducing personalized and efficient learning experiences. Several artificial intelligence (AI) tools are being integrated into this research project such as “Coursera Coach powered by Generative AI” which incorporates adaptive learning, “AI- assisted course building powered by Generative AI” which incorporates intelligent tutoring elements and “Turnitin” offers tools for grading and providing feedback to revolutionize teaching, learning, and assessment practices in higher education. Researchers evaluate the effectiveness of AI tools in enhancing student engagement, personalizing learning experiences, and optimizing assessment processes based on a variety of quantitative metrics. A comparison is made between experimental groups that follow AI-integrated teaching methods and control groups that follow a traditional approach to instruction. As part of the study, scores of pre- and post-assessment questions were collected, learning progression patterns were analyzed, and instructors and students provided qualitative feedback. As a result of the experimental data, it has been possible to discern which AI tools have strengths and limitations within the context of higher education. A variety of adaptive learning platforms are evaluated for their ability to adjust content to individual learning styles, while intelligent tutoring systems are assessed for their impact on comprehension, retention, and problem-solving skills. Automated grading tools are tested for their efficiency gains in assessment processes and their ability to improve feedback promptness and quality. A substantial amount of empirical evidence is provided by the findings of this study to the ongoing discourse on AI integration in higher education. This study provides a wealth of actionable insights for academic staff, technicians, and administrators seeking evidence-based strategies for implementing AI technologies in their educational frameworks.","","979-8-3503-2820-2","10.1109/ic-ETITE58242.2024.10493370","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10493370","Artificial Intelligence;Chatbots;Generative;Machine learning;Adaptive Learning;Intelligent tutoring","Adaptive learning;Generative AI;Shape;Pandemics;Education;Ecosystems;Process control","","","","16","IEEE","18 Apr 2024","","","IEEE","IEEE Conferences"
"Exploring Uncharted Architectural Territories through Generative Adversarial Networks with Human Collaboration","A. V. Mannan; M. S. Islam","Department of Architecture, American International University-Bangladesh, Dhaka, Bangladesh; Department of Architecture, American International University-Bangladesh, Dhaka, Bangladesh","2023 5th International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)","26 Jun 2023","2023","","","1","6","We live in the age of Artificial Intelligence (AI) which permeates all aspects of our lives, from spam filtering to image classification on social media. While it is already well-established in industries ranging from heavy manufacturing to the IT field, its impact on the design professions remains relatively unexplored. This essay explores the use of neural networks in architecture, which is arguably the first genuinely 21st-century design technique and discusses experiments with Generative Adversarial Networks (GANs) to generate unexplored futuristic possible noble forms in architecture. In this way this paper also raises the question if machine can generate noble forms through its creative data optimization process. In this process one of the most famous heritages building of Bangladesh 60 dome mosque (Shat Gombuj Moshjid) has been examined to get expected result. Furthermore, this paper discusses how AI can be used as a personalized tool for architects to generate and express design ideas. It evaluates popular datasets for architectural purposes and considers the potential outcomes of experiments. The input of AI in the design process could usher in a new era of architectural design. As data continues to grow, it is shaping our collective future. Therefore, this paper concludes that it is essential to prepare our trained datasets to accept the future which might open up an extraordinary new chapter in the architectural realm.","","979-8-3503-3752-5","10.1109/HORA58378.2023.10156712","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10156712","AI;Dataset;GAN;Design Techniques;AI and Design Process;AI Impact on Architecture","Smart buildings;Social networking (online);Architecture;Urban areas;Generative adversarial networks;History;Artificial intelligence","","","","16","IEEE","26 Jun 2023","","","IEEE","IEEE Conferences"
"Artificial Intelligence Technologies for COVID-19-Like Epidemics: Methods and Challenges","P. Zhang; C. Wang; N. Kumar; C. Jiang; Q. Lu; K. -K. R. Choo; J. J. P. C. Rodrigues","China University of Petroleum (East China), China; China University of Petroleum (East China), China; Thapar Institute of Engineering & Technology, University of Petroleum and Energy Studies, Dehradun, Uttarakhand, India; Tsinghua University, China; Data61, CSIRO, Australia; University of Texas at San Antonio, USA; Federal University of Piauí (UFPI) and Instituto de Telecomunicações, Brazil",IEEE Network,"14 Jun 2021","2021","35","3","27","33","The outbreak of coronavirus COVID-19 not only brings great disaster to the people of the world, but also brings heavy burden to the medical and health network system. Massive network data traffic and resource optimization requests make traditional network architectures unable to calmly deal with the impact of COVID-19. Artificial intelligence (AI) can effectively raise the upper limit of the medical and health network, as evidenced by the ever-increasing restorative clinical data. In addition, the development of next-generation network (NGN) technologies based on machine learning (ML) has created unlimited possibilities for the emergence of emerging medical methods. In order to reflect the effective results of the current application of AI technologies in the fight against the COVID-19 epidemic and provide a reliable guarantee for subsequent diagnosis and treatment of COVID-19 epidemics, a series of AI technologies which can be used in the diagnosis and treatment of COVID-19 are systematically summarized and analyzed. Based on various AI technologies and methods, we try to propose an AI-based medical network architecture. The architecture uses AI technologies to quickly and effectively realize the monitoring, diagnosis and treatment of patients. Finally, we rationally analyzed the technical challenges and practical problems that may be faced in implementing the architecture. The purpose of this article is to inspire scholars and medical researchers to carry out the latest research in response to the COVID-19 epidemic and make breakthrough medical technology progress.","1558-156X","","10.1109/MNET.011.2000741","National Key Research and Development Program of China(grant numbers:2020YFB1804800); National Natural Science Foundation of China(grant numbers:61922050); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9454579","","COVID-19;Epidemics;Privacy;Network architecture;Sensitivity and specificity;Security;Reliability;Artificial intelligence;Pandemics;Coronaviruses;Viruses (medical)","","16","","15","IEEE","14 Jun 2021","","","IEEE","IEEE Magazines"
"Enhancing Soft Skills in Network Management Education: A Study on the Impact of GenAI-Based Virtual Assistants","D. Pantazatos; M. Grammatikou; V. Maglaris","Network Management & Optimal Design Laboratory (NETMODE), National Technical University of Athens (NTUA), Athens, Greece; Network Management & Optimal Design Laboratory (NETMODE), National Technical University of Athens (NTUA), Athens, Greece; Network Management & Optimal Design Laboratory (NETMODE), National Technical University of Athens (NTUA), Athens, Greece",2024 IEEE Global Engineering Education Conference (EDUCON),"8 Jul 2024","2024","","","1","5","The rapid evolution of technology in educational settings has opened new avenues for enhancing learning experiences, particularly in specialized fields like network management. This paper explores the novel integration of a GenAI-based virtual assistant in a university-level network management course, focusing on its impact on developing students' soft skills, notably critical thinking and problem-solving abilities. Recognizing the increasing importance of these skills in the digital age, our study aims to assess the empirical effectiveness of this artificial intelligence-driven educational tool in fostering these competencies among students.","2165-9567","979-8-3503-9402-3","10.1109/EDUCON60312.2024.10578597","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10578597","AI-Driven Learning;Virtual Assistant;ChatGPT;Network Management Education;Soft Skills Development","Virtual assistants;Focusing;Information age;Chatbots;Problem-solving;Artificial intelligence;Engineering education","","","","16","IEEE","8 Jul 2024","","","IEEE","IEEE Conferences"
